trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.99}",25,7,-21.36379426652578,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
2,False,"{'a': 0.5, 'e': 0.9801}",20,0,-50.00876966111848,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.9702989999999999}",20,0,-229.99954927500931,"{0: 7, 1: 2, 2: 5, 3: 3, 4: 3}",0
4,False,"{'a': 0.5, 'e': 0.96059601}",20,8,-39.93102315187287,"{0: 6, 1: 3, 2: 3, 3: 0, 4: 0}",1
5,False,"{'a': 0.5, 'e': 0.9509900498999999}",20,0,-102.33894651658822,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.9414801494009999}",20,0,-36.72268025299917,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.9320653479069899}",25,0,-103.82463293192518,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
8,False,"{'a': 0.5, 'e': 0.92274469442792}",25,0,-144.42175673177266,"{0: 10, 1: 3, 2: 10, 3: 2, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.9135172474836407}",25,0,-150.20116452757205,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
10,False,"{'a': 0.5, 'e': 0.9043820750088043}",25,0,-200.87862900682484,"{0: 11, 1: 4, 2: 7, 3: 0, 4: 3}",0
11,False,"{'a': 0.5, 'e': 0.8953382542587163}",20,0,-21.558540030678905,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
12,False,"{'a': 0.5, 'e': 0.8863848717161291}",20,0,-126.42459892845942,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
13,False,"{'a': 0.5, 'e': 0.8775210229989678}",20,5,-4.268731274258346,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
14,False,"{'a': 0.5, 'e': 0.8687458127689781}",20,14,6.727737300838262,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
15,False,"{'a': 0.5, 'e': 0.8600583546412883}",20,0,-86.7467194596723,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.8514577710948754}",30,0,-154.48559044233713,"{0: 18, 1: 1, 2: 9, 3: 0, 4: 2}",0
17,False,"{'a': 0.5, 'e': 0.8429431933839266}",20,0,-102.59561904240232,"{0: 13, 1: 2, 2: 1, 3: 3, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.8345137614500874}",20,0,-79.55432071716598,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.8261686238355865}",25,0,-170.47959982045128,"{0: 15, 1: 0, 2: 7, 3: 0, 4: 3}",0
20,False,"{'a': 0.5, 'e': 0.8179069375972307}",20,0,-190.0328355116086,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",0
21,False,"{'a': 0.5, 'e': 0.8097278682212583}",30,0,-134.024178864311,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.8016305895390458}",30,0,-31.0446460726922,"{0: 21, 1: 7, 2: 2, 3: 0, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.7936142836436553}",20,0,-75.19572168479857,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.7856781408072188}",20,2,-122.78897171064722,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 3}",1
25,False,"{'a': 0.5, 'e': 0.7778213593991465}",25,0,-71.37560089330823,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.7700431458051551}",20,0,-141.9682673733994,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.7623427143471035}",25,0,-136.32003626987796,"{0: 16, 1: 5, 2: 1, 3: 0, 4: 3}",0
28,False,"{'a': 0.5, 'e': 0.7547192872036325}",30,0,-80.70741863302698,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.7471720943315961}",30,0,-107.06464341875662,"{0: 18, 1: 1, 2: 10, 3: 1, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.7397003733882802}",20,0,-30.10369250751819,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.7323033696543974}",25,17,-2.1318094721490404,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
32,False,"{'a': 0.5, 'e': 0.7249803359578534}",20,0,-137.0657181417189,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
33,False,"{'a': 0.5, 'e': 0.7177305325982748}",25,0,-112.39105261676224,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.7105532272722921}",20,8,-18.567557644942514,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
35,False,"{'a': 0.5, 'e': 0.7034476949995692}",20,0,-152.2345418907646,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
36,False,"{'a': 0.5, 'e': 0.6964132180495735}",20,0,-57.417900566716,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.6894490858690777}",25,14,-33.69610594323352,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
38,False,"{'a': 0.5, 'e': 0.682554595010387}",30,0,-85.90811058734232,"{0: 19, 1: 4, 2: 5, 3: 2, 4: 0}",0
39,False,"{'a': 0.5, 'e': 0.6757290490602831}",25,0,-110.15814951973351,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.6689717585696803}",30,3,-2.77380687002519,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
41,False,"{'a': 0.5, 'e': 0.6622820409839835}",25,0,-205.24461600957252,"{0: 14, 1: 1, 2: 4, 3: 3, 4: 3}",0
42,False,"{'a': 0.5, 'e': 0.6556592205741436}",25,7,-17.009992075836422,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
43,False,"{'a': 0.5, 'e': 0.6491026283684022}",20,0,-96.54463605251846,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.6426116020847181}",20,8,19.37746668174161,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.6361854860638709}",20,0,-19.880979863387275,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.6298236312032323}",20,12,-15.305329794897222,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
47,False,"{'a': 0.5, 'e': 0.6235253948912}",20,0,-54.19195340179231,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.617290140942288}",25,0,-20.37795500310732,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
49,False,"{'a': 0.5, 'e': 0.6111172395328651}",30,0,-228.5704496713551,"{0: 19, 1: 1, 2: 4, 3: 2, 4: 4}",0
50,False,"{'a': 0.5, 'e': 0.6050060671375365}",25,0,-90.93942048714156,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.5989560064661611}",25,0,-62.45516141679919,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.5929664464014994}",20,4,-9.492256173661366,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
53,False,"{'a': 0.5, 'e': 0.5870367819374844}",20,0,-30.505709419331932,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.5811664141181095}",20,0,-109.47595501254098,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
55,False,"{'a': 0.5, 'e': 0.5753547499769285}",25,0,-19.943842355970894,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.5696012024771592}",20,0,-103.14768615520089,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
57,False,"{'a': 0.5, 'e': 0.5639051904523876}",35,20,-8.290382400456913,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.5582661385478638}",20,11,-70.26817449537282,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 1}",1
59,False,"{'a': 0.5, 'e': 0.5526834771623851}",20,2,-59.024065401545286,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
60,False,"{'a': 0.5, 'e': 0.5471566423907612}",25,5,-46.972886182807635,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
61,False,"{'a': 0.5, 'e': 0.5416850759668536}",20,0,-76.91442179108465,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
62,False,"{'a': 0.5, 'e': 0.536268225207185}",20,8,-55.90500813002561,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
63,False,"{'a': 0.5, 'e': 0.5309055429551132}",20,13,1.8897461238378155,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.525596487525562}",20,6,3.411846536035231,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.5203405226503064}",20,0,-52.50909979990163,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
66,False,"{'a': 0.5, 'e': 0.5151371174238033}",25,0,-26.389699373088998,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.5099857462495653}",20,0,9.78711248587738,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
68,False,"{'a': 0.5, 'e': 0.5048858887870696}",25,3,-49.87890073905077,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.4998370298991989}",20,0,-39.22421058052761,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
70,False,"{'a': 0.5, 'e': 0.49483865960020695}",20,9,-23.34566409216757,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.4898902730042049}",20,1,-6.194156387814196,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.48499137027416284}",20,0,-112.20916053612754,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
73,False,"{'a': 0.5, 'e': 0.4801414565714212}",20,6,-10.87283792006649,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.475340042005707}",20,0,-40.59798681981778,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.47058664158564995}",20,0,-46.86945828158917,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.4658807751697934}",25,9,-5.009085284123181,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.4612219674180955}",20,0,-60.806722569426725,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.45660974774391455}",25,1,-75.16847011217614,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 2}",1
79,False,"{'a': 0.5, 'e': 0.4520436502664754}",25,0,13.115157506015183,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.44752321376381066}",25,0,-87.7149480886274,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.44304798162617254}",20,9,-2.8641460481201633,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.4386175018099108}",25,5,-33.50424370534287,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.4342313267918117}",20,0,20.794557340050172,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.4298890135238936}",20,8,-38.10987994379154,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
85,False,"{'a': 0.5, 'e': 0.42559012338865465}",30,15,12.806892087984993,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.4213342221547681}",20,0,-174.182522633394,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",1
87,False,"{'a': 0.5, 'e': 0.41712087993322045}",30,0,-69.5467971659235,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
88,False,"{'a': 0.5, 'e': 0.41294967113388825}",20,0,-52.25826337588023,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
89,False,"{'a': 0.5, 'e': 0.40882017442254937}",20,0,-82.55041044819603,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.4047319726783239}",25,1,-71.65312724242602,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 1}",1
91,False,"{'a': 0.5, 'e': 0.40068465295154065}",30,15,8.646577373289503,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.39667780642202527}",25,0,14.552496785158638,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.392711028357805}",20,0,5.555666078839752,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.38878391807422696}",20,5,-23.69946384922218,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.3848960788934847}",25,10,-37.02322737262807,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.38104711810454983}",35,0,-79.74412911821548,"{0: 27, 1: 1, 2: 5, 3: 1, 4: 1}",0
97,False,"{'a': 0.5, 'e': 0.37723664692350434}",25,17,5.131338361668395,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.37346428045426927}",25,3,17.752531521872648,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.36972963764972655}",20,0,15.306272120951943,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.36603234127322926}",20,0,21.376335682774258,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.36237201786049694}",20,0,-29.534358820039884,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.358748297681892}",35,15,-56.46924086051632,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.35516081470507305}",20,6,12.715788870964268,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.3516092065580223}",25,0,-37.38022929896002,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.34809311449244207}",20,14,11.879681458889529,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.34461218334751764}",35,1,-9.483630400316411,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.34116606151404244}",30,15,-14.620361736009016,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.337754400898902}",30,11,-45.84575063262395,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
109,False,"{'a': 0.5, 'e': 0.334376856889913}",25,17,-39.06153433216375,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
110,False,"{'a': 0.5, 'e': 0.33103308832101386}",20,0,-25.00393512268236,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.3277227574378037}",20,10,-36.55566448235197,"{0: 7, 1: 0, 2: 1, 3: 2, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.3244455298634257}",25,0,-1.3201841863048647,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.3212010745647914}",20,0,-26.189393824991747,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
114,False,"{'a': 0.5, 'e': 0.3179890638191435}",25,0,-5.195559137282366,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",20,12,1.0556389274211717,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",20,0,-13.161858209319409,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",20,0,-4.3241567478960174,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.30545902592830454}",20,2,-56.68331517860817,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
119,False,"{'a': 0.5, 'e': 0.3024044356690215}",20,0,-73.53916175218606,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.29938039131233124}",20,11,-33.46752557915344,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
121,False,"{'a': 0.5, 'e': 0.2963865873992079}",20,10,15.626612095298013,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.29342272152521587}",30,0,24.581648106364785,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.2904884943099637}",25,7,-38.29334563556065,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.28758360936686406}",25,11,4.020402632947911,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.2847077732731954}",20,0,-14.02731434468146,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.28186069554046345}",25,8,-7.391709789529049,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.2790420885850588}",25,9,29.47722896588294,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.2762516676992082}",30,7,-20.339553674219676,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 1}",1
129,False,"{'a': 0.5, 'e': 0.27348915102221616}",25,4,-15.809095730816038,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.270754259511994}",30,23,12.155595175027688,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.26804671691687404}",25,7,-9.041794952737197,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.2653662497477053}",20,0,-71.78503887412909,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
133,False,"{'a': 0.5, 'e': 0.2627125872502282}",20,3,4.4329865523188925,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.2600854613777259}",20,8,20.516429811796208,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.2574846067639487}",30,14,-50.08794298572483,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
136,False,"{'a': 0.5, 'e': 0.2549097606963092}",20,11,7.642592095279622,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.2523606630893461}",30,16,6.999333735716359,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.24983705645845267}",20,12,11.274571519869195,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.24733868589386815}",25,1,-9.432093939419875,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24486529903492946}",20,8,-20.580513466150776,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
141,False,"{'a': 0.5, 'e': 0.24241664604458016}",35,20,15.738906854958906,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.23999247958413436}",20,9,-27.02407634760447,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
143,False,"{'a': 0.5, 'e': 0.23759255478829303}",25,11,-15.748349137304366,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
144,False,"{'a': 0.5, 'e': 0.2352166292404101}",30,16,-29.60125222919943,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
145,False,"{'a': 0.5, 'e': 0.232864462948006}",30,20,18.22114487099514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23053581831852593}",20,4,23.74218895591625,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.22823046013534068}",25,8,-13.151407287254171,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
148,False,"{'a': 0.5, 'e': 0.22594815553398728}",20,3,-70.727447933487,"{0: 12, 1: 2, 2: 0, 3: 2, 4: 1}",1
149,False,"{'a': 0.5, 'e': 0.22368867397864742}",20,8,23.106410361123196,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.22145178723886094}",25,1,1.4810502156911909,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.21923726936647234}",20,12,1.3387519963769168,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.2170448966728076}",25,5,22.07315471061437,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.21487444770607952}",30,1,49.8104647738053,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.21272570322901874}",25,8,4.2186724152882595,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21059844619672854}",20,0,-47.92496840747788,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
156,False,"{'a': 0.5, 'e': 0.20849246173476127}",25,14,-14.970050173036398,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.20640753711741366}",20,11,15.431824176962856,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.20434346174623952}",20,9,20.641559449153082,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.20230002712877712}",20,12,-26.473500170169338,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
160,False,"{'a': 0.5, 'e': 0.20027702685748935}",20,0,-6.807842241119429,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.19827425658891445}",20,8,22.31654195611533,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.1962915140230253}",20,7,26.113044709883283,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19432859888279505}",25,18,11.807216824062372,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.1923853128939671}",20,15,0.9585441267809709,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.19046145976502743}",20,12,15.250605667636917,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.18855684516737714}",20,9,16.570452563357883,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.18667127671570335}",25,0,37.62626727779785,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.18480456394854633}",20,8,6.258613898468312,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.18295651830906087}",20,8,13.46039513437475,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.18112695312597027}",20,3,-16.44929325473817,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.17931568359471056}",20,0,-9.754674659607321,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
172,False,"{'a': 0.5, 'e': 0.17752252675876345}",25,12,4.918914292566165,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.17574730149117582}",25,12,-41.26404123333063,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
174,False,"{'a': 0.5, 'e': 0.17398982847626407}",20,8,-31.368365581919146,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
175,False,"{'a': 0.5, 'e': 0.17224993019150142}",20,11,7.1688517737637305,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.1705274308895864}",20,0,-45.319164948329856,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
